Date,Department,Dept_Date_Key,Nurses_On_Shift,Patients_Assigned,Patient_To_Nurse_Ratio
2025-03-09,General Medicine,General Medicine_2025-03-09,12,71,5.92
2025-03-10,General Medicine,General Medicine_2025-03-10,10,62,6.2
2025-03-11,General Medicine,General Medicine_2025-03-11,11,65,5.91
2025-03-12,General Medicine,General Medicine_2025-03-12,11,65,5.91
2025-03-13,General Medicine,General Medicine_2025-03-13,11,68,6.18
2025-03-14,General Medicine,General Medicine_2025-03-14,10,57,5.7
2025-03-15,General Medicine,General Medicine_2025-03-15,10,63,6.3
2025-03-16,General Medicine,General Medicine_2025-03-16,11,68,6.18
2025-03-17,General Medicine,General Medicine_2025-03-17,11,68,6.18
2025-03-18,General Medicine,General Medicine_2025-03-18,11,66,6.0
2025-03-19,General Medicine,General Medicine_2025-03-19,12,70,5.83
2025-03-20,General Medicine,General Medicine_2025-03-20,11,68,6.18
2025-03-21,General Medicine,General Medicine_2025-03-21,10,62,6.2
2025-03-22,General Medicine,General Medicine_2025-03-22,10,62,6.2
2025-03-23,General Medicine,General Medicine_2025-03-23,11,66,6.0
2025-03-24,General Medicine,General Medicine_2025-03-24,10,60,6.0
2025-03-25,General Medicine,General Medicine_2025-03-25,12,69,5.75
2025-03-26,General Medicine,General Medicine_2025-03-26,11,64,5.82
2025-03-27,General Medicine,General Medicine_2025-03-27,11,68,6.18
2025-03-28,General Medicine,General Medicine_2025-03-28,11,65,5.91
2025-03-29,General Medicine,General Medicine_2025-03-29,11,64,5.82
2025-03-30,General Medicine,General Medicine_2025-03-30,12,73,6.08
2025-03-31,General Medicine,General Medicine_2025-03-31,11,67,6.09
2025-04-01,General Medicine,General Medicine_2025-04-01,11,67,6.09
2025-04-02,General Medicine,General Medicine_2025-04-02,11,66,6.0
2025-04-03,General Medicine,General Medicine_2025-04-03,11,67,6.09
2025-04-04,General Medicine,General Medicine_2025-04-04,10,61,6.1
2025-04-05,General Medicine,General Medicine_2025-04-05,10,62,6.2
2025-04-06,General Medicine,General Medicine_2025-04-06,11,67,6.09
2025-04-07,General Medicine,General Medicine_2025-04-07,10,62,6.2
2025-04-08,General Medicine,General Medicine_2025-04-08,10,60,6.0
2025-04-09,General Medicine,General Medicine_2025-04-09,10,62,6.2
2025-04-10,General Medicine,General Medicine_2025-04-10,10,63,6.3
2025-04-11,General Medicine,General Medicine_2025-04-11,11,64,5.82
2025-04-12,General Medicine,General Medicine_2025-04-12,10,62,6.2
2025-04-13,General Medicine,General Medicine_2025-04-13,12,72,6.0
2025-04-14,General Medicine,General Medicine_2025-04-14,11,64,5.82
2025-04-15,General Medicine,General Medicine_2025-04-15,11,66,6.0
2025-04-16,General Medicine,General Medicine_2025-04-16,10,60,6.0
2025-04-17,General Medicine,General Medicine_2025-04-17,10,60,6.0
2025-04-18,General Medicine,General Medicine_2025-04-18,10,61,6.1
2025-04-19,General Medicine,General Medicine_2025-04-19,10,60,6.0
2025-04-20,General Medicine,General Medicine_2025-04-20,10,61,6.1
2025-04-21,General Medicine,General Medicine_2025-04-21,13,78,6.0
2025-04-22,General Medicine,General Medicine_2025-04-22,10,58,5.8
2025-04-23,General Medicine,General Medicine_2025-04-23,10,62,6.2
2025-04-24,General Medicine,General Medicine_2025-04-24,12,71,5.92
2025-04-25,General Medicine,General Medicine_2025-04-25,11,67,6.09
2025-04-26,General Medicine,General Medicine_2025-04-26,11,64,5.82
2025-04-27,General Medicine,General Medicine_2025-04-27,10,60,6.0
2025-04-28,General Medicine,General Medicine_2025-04-28,11,64,5.82
2025-04-29,General Medicine,General Medicine_2025-04-29,10,57,5.7
2025-04-30,General Medicine,General Medicine_2025-04-30,12,71,5.92
2025-05-01,General Medicine,General Medicine_2025-05-01,11,64,5.82
2025-05-02,General Medicine,General Medicine_2025-05-02,11,64,5.82
2025-05-03,General Medicine,General Medicine_2025-05-03,10,59,5.9
2025-05-04,General Medicine,General Medicine_2025-05-04,11,64,5.82
2025-05-05,General Medicine,General Medicine_2025-05-05,11,66,6.0
2025-05-06,General Medicine,General Medicine_2025-05-06,10,63,6.3
2025-05-07,General Medicine,General Medicine_2025-05-07,11,67,6.09
2025-05-08,General Medicine,General Medicine_2025-05-08,10,62,6.2
2025-05-09,General Medicine,General Medicine_2025-05-09,10,63,6.3
2025-05-10,General Medicine,General Medicine_2025-05-10,11,65,5.91
2025-05-11,General Medicine,General Medicine_2025-05-11,11,64,5.82
2025-05-12,General Medicine,General Medicine_2025-05-12,10,61,6.1
2025-05-13,General Medicine,General Medicine_2025-05-13,10,60,6.0
2025-05-14,General Medicine,General Medicine_2025-05-14,12,74,6.17
2025-05-15,General Medicine,General Medicine_2025-05-15,11,68,6.18
2025-05-16,General Medicine,General Medicine_2025-05-16,11,65,5.91
2025-05-17,General Medicine,General Medicine_2025-05-17,10,62,6.2
2025-05-18,General Medicine,General Medicine_2025-05-18,11,67,6.09
2025-05-19,General Medicine,General Medicine_2025-05-19,11,66,6.0
2025-05-20,General Medicine,General Medicine_2025-05-20,11,64,5.82
2025-05-21,General Medicine,General Medicine_2025-05-21,10,61,6.1
2025-05-22,General Medicine,General Medicine_2025-05-22,11,65,5.91
2025-05-23,General Medicine,General Medicine_2025-05-23,10,60,6.0
2025-05-24,General Medicine,General Medicine_2025-05-24,12,69,5.75
2025-05-25,General Medicine,General Medicine_2025-05-25,10,57,5.7
2025-05-26,General Medicine,General Medicine_2025-05-26,11,64,5.82
2025-05-27,General Medicine,General Medicine_2025-05-27,10,57,5.7
2025-05-28,General Medicine,General Medicine_2025-05-28,12,70,5.83
2025-05-29,General Medicine,General Medicine_2025-05-29,10,63,6.3
2025-05-30,General Medicine,General Medicine_2025-05-30,11,68,6.18
2025-05-31,General Medicine,General Medicine_2025-05-31,10,63,6.3
2025-06-01,General Medicine,General Medicine_2025-06-01,10,63,6.3
2025-06-02,General Medicine,General Medicine_2025-06-02,11,66,6.0
2025-06-03,General Medicine,General Medicine_2025-06-03,11,64,5.82
2025-06-04,General Medicine,General Medicine_2025-06-04,11,64,5.82
2025-06-05,General Medicine,General Medicine_2025-06-05,11,65,5.91
2025-06-06,General Medicine,General Medicine_2025-06-06,11,67,6.09
2025-06-07,General Medicine,General Medicine_2025-06-07,10,62,6.2
2025-06-08,General Medicine,General Medicine_2025-06-08,10,59,5.9
2025-06-09,General Medicine,General Medicine_2025-06-09,10,60,6.0
2025-06-10,General Medicine,General Medicine_2025-06-10,11,65,5.91
2025-06-11,General Medicine,General Medicine_2025-06-11,10,63,6.3
2025-06-12,General Medicine,General Medicine_2025-06-12,11,64,5.82
2025-06-13,General Medicine,General Medicine_2025-06-13,11,65,5.91
2025-06-14,General Medicine,General Medicine_2025-06-14,10,62,6.2
2025-06-15,General Medicine,General Medicine_2025-06-15,11,65,5.91
2025-06-16,General Medicine,General Medicine_2025-06-16,10,63,6.3
2025-06-17,General Medicine,General Medicine_2025-06-17,10,62,6.2
2025-06-18,General Medicine,General Medicine_2025-06-18,11,65,5.91
2025-06-19,General Medicine,General Medicine_2025-06-19,11,64,5.82
2025-06-20,General Medicine,General Medicine_2025-06-20,11,68,6.18
2025-06-21,General Medicine,General Medicine_2025-06-21,10,60,6.0
2025-06-22,General Medicine,General Medicine_2025-06-22,10,61,6.1
2025-06-23,General Medicine,General Medicine_2025-06-23,10,58,5.8
2025-06-24,General Medicine,General Medicine_2025-06-24,10,61,6.1
2025-06-25,General Medicine,General Medicine_2025-06-25,12,69,5.75
2025-06-26,General Medicine,General Medicine_2025-06-26,12,70,5.83
2025-06-27,General Medicine,General Medicine_2025-06-27,11,66,6.0
2025-06-28,General Medicine,General Medicine_2025-06-28,10,62,6.2
2025-06-29,General Medicine,General Medicine_2025-06-29,10,60,6.0
2025-06-30,General Medicine,General Medicine_2025-06-30,11,67,6.09
2025-07-01,General Medicine,General Medicine_2025-07-01,11,64,5.82
2025-07-02,General Medicine,General Medicine_2025-07-02,11,65,5.91
2025-07-03,General Medicine,General Medicine_2025-07-03,10,57,5.7
2025-07-04,General Medicine,General Medicine_2025-07-04,10,63,6.3
2025-07-05,General Medicine,General Medicine_2025-07-05,11,64,5.82
2025-07-06,General Medicine,General Medicine_2025-07-06,12,69,5.75
2025-07-07,General Medicine,General Medicine_2025-07-07,10,60,6.0
2025-07-08,General Medicine,General Medicine_2025-07-08,10,60,6.0
2025-07-09,General Medicine,General Medicine_2025-07-09,10,62,6.2
2025-07-10,General Medicine,General Medicine_2025-07-10,11,67,6.09
2025-07-11,General Medicine,General Medicine_2025-07-11,10,62,6.2
2025-07-12,General Medicine,General Medicine_2025-07-12,11,64,5.82
2025-07-13,General Medicine,General Medicine_2025-07-13,10,61,6.1
2025-07-14,General Medicine,General Medicine_2025-07-14,10,59,5.9
2025-07-15,General Medicine,General Medicine_2025-07-15,11,68,6.18
2025-07-16,General Medicine,General Medicine_2025-07-16,10,61,6.1
2025-07-17,General Medicine,General Medicine_2025-07-17,11,66,6.0
2025-07-18,General Medicine,General Medicine_2025-07-18,10,57,5.7
2025-07-19,General Medicine,General Medicine_2025-07-19,11,65,5.91
2025-07-20,General Medicine,General Medicine_2025-07-20,10,61,6.1
2025-07-21,General Medicine,General Medicine_2025-07-21,11,64,5.82
2025-07-22,General Medicine,General Medicine_2025-07-22,10,63,6.3
2025-07-23,General Medicine,General Medicine_2025-07-23,10,59,5.9
2025-07-24,General Medicine,General Medicine_2025-07-24,11,68,6.18
2025-07-25,General Medicine,General Medicine_2025-07-25,11,65,5.91
2025-07-26,General Medicine,General Medicine_2025-07-26,11,67,6.09
2025-07-27,General Medicine,General Medicine_2025-07-27,10,59,5.9
2025-07-28,General Medicine,General Medicine_2025-07-28,12,71,5.92
2025-07-29,General Medicine,General Medicine_2025-07-29,11,64,5.82
2025-07-30,General Medicine,General Medicine_2025-07-30,11,67,6.09
2025-07-31,General Medicine,General Medicine_2025-07-31,10,57,5.7
2025-08-01,General Medicine,General Medicine_2025-08-01,11,66,6.0
2025-08-02,General Medicine,General Medicine_2025-08-02,10,61,6.1
2025-08-03,General Medicine,General Medicine_2025-08-03,10,60,6.0
2025-08-04,General Medicine,General Medicine_2025-08-04,10,62,6.2
2025-08-05,General Medicine,General Medicine_2025-08-05,11,65,5.91
2025-08-06,General Medicine,General Medicine_2025-08-06,10,62,6.2
2025-08-07,General Medicine,General Medicine_2025-08-07,11,65,5.91
2025-08-08,General Medicine,General Medicine_2025-08-08,10,63,6.3
2025-08-09,General Medicine,General Medicine_2025-08-09,10,61,6.1
2025-08-10,General Medicine,General Medicine_2025-08-10,10,60,6.0
2025-08-11,General Medicine,General Medicine_2025-08-11,10,62,6.2
2025-08-12,General Medicine,General Medicine_2025-08-12,11,66,6.0
2025-08-13,General Medicine,General Medicine_2025-08-13,11,68,6.18
2025-08-14,General Medicine,General Medicine_2025-08-14,11,66,6.0
2025-08-15,General Medicine,General Medicine_2025-08-15,12,69,5.75
2025-08-16,General Medicine,General Medicine_2025-08-16,10,59,5.9
2025-08-17,General Medicine,General Medicine_2025-08-17,12,72,6.0
2025-08-18,General Medicine,General Medicine_2025-08-18,11,66,6.0
2025-08-19,General Medicine,General Medicine_2025-08-19,12,69,5.75
2025-08-20,General Medicine,General Medicine_2025-08-20,10,61,6.1
2025-08-21,General Medicine,General Medicine_2025-08-21,10,62,6.2
2025-08-22,General Medicine,General Medicine_2025-08-22,10,62,6.2
2025-08-23,General Medicine,General Medicine_2025-08-23,10,59,5.9
2025-08-24,General Medicine,General Medicine_2025-08-24,10,60,6.0
2025-08-25,General Medicine,General Medicine_2025-08-25,10,62,6.2
2025-08-26,General Medicine,General Medicine_2025-08-26,10,59,5.9
2025-08-27,General Medicine,General Medicine_2025-08-27,10,63,6.3
2025-08-28,General Medicine,General Medicine_2025-08-28,11,65,5.91
2025-08-29,General Medicine,General Medicine_2025-08-29,10,58,5.8
2025-08-30,General Medicine,General Medicine_2025-08-30,10,60,6.0
2025-08-31,General Medicine,General Medicine_2025-08-31,11,65,5.91
2025-09-01,General Medicine,General Medicine_2025-09-01,10,62,6.2
2025-09-02,General Medicine,General Medicine_2025-09-02,10,60,6.0
2025-09-03,General Medicine,General Medicine_2025-09-03,9,56,6.22
2025-09-04,General Medicine,General Medicine_2025-09-04,11,66,6.0
2025-09-05,General Medicine,General Medicine_2025-09-05,10,63,6.3
2025-09-06,General Medicine,General Medicine_2025-09-06,12,70,5.83
2025-09-07,General Medicine,General Medicine_2025-09-07,11,66,6.0
2025-09-08,General Medicine,General Medicine_2025-09-08,10,58,5.8
2025-09-09,General Medicine,General Medicine_2025-09-09,11,67,6.09
2025-09-10,General Medicine,General Medicine_2025-09-10,10,62,6.2
2025-09-11,General Medicine,General Medicine_2025-09-11,11,66,6.0
2025-09-12,General Medicine,General Medicine_2025-09-12,10,60,6.0
2025-09-13,General Medicine,General Medicine_2025-09-13,12,71,5.92
2025-09-14,General Medicine,General Medicine_2025-09-14,10,63,6.3
2025-09-15,General Medicine,General Medicine_2025-09-15,11,66,6.0
2025-09-16,General Medicine,General Medicine_2025-09-16,10,62,6.2
2025-09-17,General Medicine,General Medicine_2025-09-17,12,69,5.75
2025-09-18,General Medicine,General Medicine_2025-09-18,11,64,5.82
2025-09-19,General Medicine,General Medicine_2025-09-19,10,61,6.1
2025-09-20,General Medicine,General Medicine_2025-09-20,10,62,6.2
2025-09-21,General Medicine,General Medicine_2025-09-21,11,66,6.0
2025-09-22,General Medicine,General Medicine_2025-09-22,10,63,6.3
2025-09-23,General Medicine,General Medicine_2025-09-23,11,65,5.91
2025-09-24,General Medicine,General Medicine_2025-09-24,11,66,6.0
2025-09-25,General Medicine,General Medicine_2025-09-25,10,63,6.3
2025-09-26,General Medicine,General Medicine_2025-09-26,11,64,5.82
2025-09-27,General Medicine,General Medicine_2025-09-27,10,59,5.9
2025-09-28,General Medicine,General Medicine_2025-09-28,10,60,6.0
2025-09-29,General Medicine,General Medicine_2025-09-29,10,59,5.9
2025-09-30,General Medicine,General Medicine_2025-09-30,12,69,5.75
2025-10-01,General Medicine,General Medicine_2025-10-01,12,69,5.75
2025-10-02,General Medicine,General Medicine_2025-10-02,10,62,6.2
2025-10-03,General Medicine,General Medicine_2025-10-03,11,64,5.82
2025-10-04,General Medicine,General Medicine_2025-10-04,10,61,6.1
2025-10-05,General Medicine,General Medicine_2025-10-05,11,66,6.0
2025-10-06,General Medicine,General Medicine_2025-10-06,10,58,5.8
2025-10-07,General Medicine,General Medicine_2025-10-07,11,64,5.82
2025-10-08,General Medicine,General Medicine_2025-10-08,10,58,5.8
2025-10-09,General Medicine,General Medicine_2025-10-09,10,60,6.0
2025-10-10,General Medicine,General Medicine_2025-10-10,11,64,5.82
2025-10-11,General Medicine,General Medicine_2025-10-11,9,56,6.22
2025-10-12,General Medicine,General Medicine_2025-10-12,10,63,6.3
2025-10-13,General Medicine,General Medicine_2025-10-13,12,70,5.83
2025-10-14,General Medicine,General Medicine_2025-10-14,11,64,5.82
2025-10-15,General Medicine,General Medicine_2025-10-15,12,69,5.75
2025-10-16,General Medicine,General Medicine_2025-10-16,11,68,6.18
2025-10-17,General Medicine,General Medicine_2025-10-17,10,61,6.1
2025-10-18,General Medicine,General Medicine_2025-10-18,12,69,5.75
2025-10-19,General Medicine,General Medicine_2025-10-19,10,63,6.3
2025-10-20,General Medicine,General Medicine_2025-10-20,11,65,5.91
2025-10-21,General Medicine,General Medicine_2025-10-21,11,66,6.0
2025-10-22,General Medicine,General Medicine_2025-10-22,11,65,5.91
2025-10-23,General Medicine,General Medicine_2025-10-23,11,67,6.09
2025-10-24,General Medicine,General Medicine_2025-10-24,11,67,6.09
2025-10-25,General Medicine,General Medicine_2025-10-25,11,68,6.18
2025-10-26,General Medicine,General Medicine_2025-10-26,10,60,6.0
2025-10-27,General Medicine,General Medicine_2025-10-27,11,65,5.91
2025-10-28,General Medicine,General Medicine_2025-10-28,10,63,6.3
2025-10-29,General Medicine,General Medicine_2025-10-29,11,65,5.91
2025-10-30,General Medicine,General Medicine_2025-10-30,11,64,5.82
2025-10-31,General Medicine,General Medicine_2025-10-31,12,70,5.83
2025-11-01,General Medicine,General Medicine_2025-11-01,10,60,6.0
2025-11-02,General Medicine,General Medicine_2025-11-02,10,57,5.7
2025-11-03,General Medicine,General Medicine_2025-11-03,10,62,6.2
2025-11-04,General Medicine,General Medicine_2025-11-04,12,70,5.83
2025-11-05,General Medicine,General Medicine_2025-11-05,10,61,6.1
2025-11-06,General Medicine,General Medicine_2025-11-06,11,65,5.91
2025-11-07,General Medicine,General Medicine_2025-11-07,11,65,5.91
2025-11-08,General Medicine,General Medicine_2025-11-08,10,61,6.1
2025-11-09,General Medicine,General Medicine_2025-11-09,11,65,5.91
2025-11-10,General Medicine,General Medicine_2025-11-10,10,62,6.2
2025-11-11,General Medicine,General Medicine_2025-11-11,10,63,6.3
2025-11-12,General Medicine,General Medicine_2025-11-12,11,65,5.91
2025-11-13,General Medicine,General Medicine_2025-11-13,11,64,5.82
2025-11-14,General Medicine,General Medicine_2025-11-14,11,66,6.0
2025-11-15,General Medicine,General Medicine_2025-11-15,11,64,5.82
2025-11-16,General Medicine,General Medicine_2025-11-16,11,66,6.0
2025-11-17,General Medicine,General Medicine_2025-11-17,12,70,5.83
2025-11-18,General Medicine,General Medicine_2025-11-18,10,60,6.0
2025-11-19,General Medicine,General Medicine_2025-11-19,12,69,5.75
2025-11-20,General Medicine,General Medicine_2025-11-20,10,59,5.9
2025-11-21,General Medicine,General Medicine_2025-11-21,11,64,5.82
2025-11-22,General Medicine,General Medicine_2025-11-22,11,66,6.0
2025-11-23,General Medicine,General Medicine_2025-11-23,11,64,5.82
2025-11-24,General Medicine,General Medicine_2025-11-24,9,54,6.0
2025-11-25,General Medicine,General Medicine_2025-11-25,11,66,6.0
2025-11-26,General Medicine,General Medicine_2025-11-26,10,62,6.2
2025-11-27,General Medicine,General Medicine_2025-11-27,11,68,6.18
2025-11-28,General Medicine,General Medicine_2025-11-28,12,69,5.75
2025-11-29,General Medicine,General Medicine_2025-11-29,10,62,6.2
2025-11-30,General Medicine,General Medicine_2025-11-30,12,69,5.75
2025-12-01,General Medicine,General Medicine_2025-12-01,12,69,5.75
